,episode,a2c_reward
142,142,13.90474009526455
143,143,14.059503090501321
144,144,14.406527935976255
145,145,15.186201539177441
146,146,17.77689146221857
147,147,20.13804688910764
148,148,21.431144544652255
149,149,30.359587317419642
150,150,29.09160795154866
151,151,32.43702755397123
152,152,32.11517617627266
153,153,30.909417367459024
154,154,33.81394649908607
155,155,33.473249174131766
156,156,36.89958671542517
157,157,41.70460737965391
158,158,45.91937701067121
159,159,48.77340816013765
160,160,51.184737752130765
161,161,54.425500864524224
162,162,56.85422582129801
163,163,59.56151453023311
164,164,62.53343880372146
165,165,64.80676686353539
166,166,66.51642852035862
167,167,72.24060709434069
168,168,69.37857673962365
169,169,65.55964790264247
170,170,61.98166550751034
171,171,58.332582232134826
172,172,54.81595312052808
173,173,51.47515546450167
174,174,48.25139769127659
175,175,45.28882780671276
176,176,42.37438641637712
177,177,39.70566709555827
178,178,37.17038374078036
179,179,34.76186455374134
180,180,32.42377132605427
181,181,30.202582759751554
182,182,28.142453621763973
183,183,26.13533094067577
184,184,24.22856439364198
185,185,22.41713617395988
186,186,20.646279365261886
187,187,19.06396539699879
188,188,17.560767127148846
189,189,16.182728770791403
190,190,14.723592332251831
191,191,13.38741271563924
192,192,12.168042079857276
193,193,11.009639975864411
194,194,9.85915797707119
195,195,8.81620007821763
196,196,7.725390074306748
197,197,6.73912057059141
198,198,5.80216454206184
199,199,4.962056314958748
200,200,4.163953499210811
201,201,3.35575582425027
202,202,2.5379680330377563
203,203,1.7610696313858685
204,204,1.123016149816575
205,205,0.46686534232574606
206,206,-0.15647792479054135
207,207,-0.6986540285510143
208,208,-1.3137213271234636
209,209,-1.8480352607672905
210,210,-2.305633497728926
211,211,-2.8403518228424796
212,212,-3.2483342317003556
213,213,-3.7359175201153376
214,214,-4.14912164410957
215,215,-4.4916655619040915
216,216,-4.817082283808887
217,217,-5.226228169618443
218,218,-5.564916761137521
219,219,-5.836670923080645
220,220,-6.194837376926612
221,221,-6.485095508080281
222,222,-6.810840732676267
223,223,-7.020298696042453
224,224,-7.21928376124033
225,225,-7.408319573178313
226,226,-7.587903594519397
227,227,-7.808508414793428
228,228,-8.018082994053756
229,229,-8.267178844351069
230,230,-8.453819902133516
231,231,-8.63112890702684
232,232,-8.799572461675497
233,233,-8.959593838591722
234,234,-9.111614146662136
235,235,-9.20603343932903
236,236,-9.295731767362579
237,237,-9.48094517899445
238,238,-9.556897920044728
239,239,-9.629053024042491
240,240,-9.697600372840368
241,241,-9.76272035419835
242,242,-9.874584336488432
243,243,-9.98085511966401
244,244,-10.03181236368081
245,245,-10.130221745496769
246,246,-10.27371065822193
247,247,-10.360025125310832
248,248,-10.39202386904529
249,249,-10.472422675593025
250,250,-10.548801541813372
251,251,-10.571361464722704
252,252,-10.642793391486569
253,253,-10.710653721912239
254,254,-10.775121035816627
255,255,-10.836364984025794
256,256,-10.844546734824505
257,257,-10.902319398083279
258,258,-11.007203428179114
259,259,-11.106843256770158
260,260,-11.15150109393165
261,261,-11.193926039235066
262,262,-11.184229737273313
263,263,-11.225018250409647
264,264,-11.263767337889163
265,265,-11.350578970994706
266,266,-11.33305002244497
267,267,-11.366397521322721
268,268,-11.398077645256585
269,269,-11.378173762993756
270,270,-11.359265074844068
271,271,-11.391301821101864
272,272,-11.42173673004677
273,273,-11.450649893544432
274,274,-11.478117398867209
275,275,-11.454211528923848
276,276,-11.431500952477656
277,277,-11.409925904853774
278,278,-11.339429609611084
279,279,-11.32245812913053
280,280,-11.356335222674002
281,281,-11.338518461540302
282,282,-11.371592538463286
283,283,-11.40301291154012
284,284,-11.382862265963114
285,285,-11.413719152664957
286,286,-11.443033195031708
287,287,-11.420881535280122
288,288,-11.349837458516115
289,289,-11.382345585590308
290,290,-11.363228306310793
291,291,-11.395066890995253
292,292,-11.37531354644549
293,293,-11.356547869123215
294,294,-11.388720475667053
295,295,-11.4192844518837
296,296,-11.398320229289515
297,297,-11.37840421782504
298,298,-11.359484006933787
299,299,-11.341509806587098
300,300,-11.324434316257744
301,301,-11.308212600444858
302,302,-11.242801970422613
303,303,-11.280661871901481
304,304,-11.266628778306407
305,305,-11.253297339391086
306,306,-11.240632472421531
307,307,-11.278600848800453
308,308,-11.36467080636043
309,309,-11.396437266042406
310,310,-11.376615402740287
311,311,-11.357784632603272
312,312,-11.389895400973106
313,313,-11.42040063092445
314,314,-11.449380599378227
315,315,-11.476911569409314
316,316,-11.453065990938848
317,317,-11.480412691391905
318,318,-11.45639205682231
319,319,-11.533572453981193
320,320,-11.556893831282133
321,321,-11.579049139718025
322,322,-11.600096682732122
323,323,-11.620091848595516
324,324,-11.63908725616574
325,325,-11.557132893357451
326,326,-11.579276248689577
327,327,-11.5503124362551
328,328,-11.522796814442344
329,329,-11.596656973720227
330,330,-11.616824125034215
331,331,-11.635982918782503
332,332,-11.554183772843377
333,333,-11.576474584201208
334,334,-11.547650854991147
335,335,-11.62026831224159
336,336,-11.68925489662951
337,337,-11.654792151798034
338,338,-11.722052544208132
339,339,-11.685949916997727
340,340,-11.65165242114784
341,341,-11.619069800090449
342,342,-11.588116310085926
343,343,-11.55871049458163
344,344,-11.580774969852548
345,345,-11.50173622135992
346,346,-11.476649410291925
347,347,-11.452816939777328
348,348,-11.480176092788462
349,349,-11.506167288149038
350,350,-11.480858923741586
351,351,-11.556815977554507
352,352,-11.478975178676782
353,353,-11.555026419742942
354,354,-11.527275098755796
355,355,-11.550911343818004
356,356,-11.523365776627104
357,357,-11.547197487795748
358,358,-11.61983761340596
359,359,-11.63884573273566
360,360,-11.606903446098878
361,361,-11.576558273793934
362,362,-11.597730360104237
363,363,-11.617843842099024
364,364,-11.536951649994073
365,365,-11.560104067494368
366,366,-11.53209886411965
367,367,-11.505493920913668
368,368,-11.480219224867986
369,369,-11.506208263624586
370,370,-11.480897850443357
371,371,-11.456852957921189
372,372,-11.43401031002513
373,373,-11.512309794523873
374,374,-11.536694304797678
375,375,-11.509859589557793
376,376,-11.484366610079904
377,377,-11.46014827957591
378,378,-11.487140865597112
379,379,-11.512783822317257
380,380,-11.537144631201393
381,381,-11.510287399641324
382,382,-11.534773029659258
383,383,-11.508034378176294
384,384,-11.53263265926748
385,385,-11.506001026304105
386,386,-11.5307009749889
387,387,-11.504165926239455
388,388,-11.478957629927482
389,389,-11.455009748431108
390,390,-11.48225926100955
391,391,-11.508146297959073
392,392,-11.48273898306112
393,393,-11.508602033908064
394,394,-11.483171932212661
395,395,-11.559013335602028
396,396,-11.581062668821925
397,397,-11.55200953538083
398,398,-11.574409058611787
399,399,-11.495688605681197
400,400,-11.470904175397138
401,401,-11.44735896662728
402,402,-11.424991018295916
403,403,-11.45374146738112
404,404,-11.431054394012063
405,405,-11.45950167431146
406,406,-11.486526590595886
407,407,-11.512200261066091
408,408,-11.486590248012787
409,409,-11.462260735612148
410,410,-11.48914769883154
411,411,-11.514690313889961
412,412,-11.488955798195462
413,413,-11.514508008285688
414,414,-11.488782607871403
415,415,-11.564343477477832
416,416,-11.536126303603941
417,417,-11.559319988423743
418,418,-11.631353989002555
419,419,-11.599786289552428
420,420,-11.569796975074807
421,421,-11.541307126321067
422,422,-11.614241770005014
423,423,-11.633529681504763
424,424,-11.601853197429525
425,425,-11.671760537558049
426,426,-11.688172510680145
427,427,-11.703763885146136
428,428,-11.718575690888828
429,429,-11.732646906344385
430,430,-11.696014561027166
431,431,-11.661213832975807
432,432,-11.728153141327017
433,433,-11.741745484260665
434,434,-11.754658210047632
435,435,-11.76692529954525
436,436,-11.728579034567987
437,437,-11.692150082839587
438,438,-11.707542578697607
439,439,-11.722165449762725
440,440,-11.68605717727459
441,441,-11.65175431841086
442,442,-11.619166602490317
443,443,-11.6382082723658
444,444,-11.60629785874751
445,445,-11.575982965810136
446,446,-11.54718381751963
447,447,-11.469824626643648
448,448,-11.446333395311466
449,449,-11.424016725545894
450,450,-11.452815889268598
451,451,-11.480175094805167
452,452,-11.45616634006491
453,453,-11.433358023061665
454,454,-11.411690121908581
455,455,-11.441105615813152
456,456,-11.519050335022493
457,457,-11.49309781827137
458,458,-11.5184429273578
459,459,-11.49252078098991
460,460,-11.467894741940414
461,461,-11.444500004843393
462,462,-11.472275004601222
463,463,-11.448661254371162
464,464,-11.476228191652602
465,465,-11.452416782069973
466,466,-11.429795942966475
467,467,-11.45830614581815
468,468,-11.435390838527244
469,469,-11.413621296600882
470,470,-11.392940231770838
471,471,-11.423293220182295
472,472,-11.40212855917318
473,473,-11.382022131214521
474,474,-11.412921024653794
475,475,-11.392274973421104
476,476,-11.372661224750049
477,477,-11.354028163512547
478,478,-11.286326755336919
479,479,-11.272010417570073
480,480,-11.308409896691568
481,481,-11.39298940185699
482,482,-11.42333993176414
483,483,-11.452172935175932
484,484,-11.479564288417135
485,485,-11.505586073996279
486,486,-11.480306770296465
487,487,-11.456291431781642
488,488,-11.483476860192559
489,489,-11.50930301718293
490,490,-11.533837866323783
491,491,-11.607145973007594
492,492,-11.576788674357214
493,493,-11.547949240639353
494,494,-11.520551778607386
495,495,-11.444524189677017
496,496,-11.422297980193166
497,497,-11.401183081183508
498,498,-11.381123927124332
499,499,-11.362067730768116
